law_code	law_name	section	article_number	text
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	76	ماده 76- اهم وظایف و تعهدات هر وکیل به شرح زیر است: 1- اهتمام به صلح و سازش پیش از طرح دعوا در مراجع قضایی و در تمام مراحل رسیدگی؛ 2- تنظیم وکالت‌نامه و قرارداد مالی با موکل به نحو دقیق، کامل و با درج تاریخ و مبلغ دقیق حق‌الوکاله مطابق با ماده 19 لایحه استقلال و آیین‌نامه تعرفه حق‌الوکاله و حق المشاوره و هزینه سفر وکلای دادگستری و تسلیم نسخه‌ای از وکالت‌نامه و قرارداد مالی به موکل در قبال اخذ رسید و نیز ثبت قرارداد مالی در سامانه ثبت قرارداد مالی وکلا و تسلیم نسخه‌ای از وکالت‌نامه و قرارداد مالی به مرجع قضایی مربوط؛ 3- دادن رسید به موکل در قبال دریافت اسناد و وجوه دریافتی و استفاده از پایانه فروشگاهی؛ 4- انجام اقدامات زیر پس از قبول وکالت: الف- ارائه مشاوره حقوقی به موکل؛ ب- تنظیم قرارداد، دادخواست، شکوائیه و لایحه؛ پ- داوری و میانجیگری با رعایت قوانین و مقررات؛ ت- همکاری با موکل در مراجع قضایی، دولتی و غیردولتی؛ ث- انجام‌وظیفه وکالتی در مدت متعارف و نیز پیگیری امور موکل، بر اساس ضوابط قانونی و دفاع از حقوق موکل؛ 5- دایر کردن دفتر در شهر محل اشتغال که از سوی کانون متبوع بر اساس مقررات این آیین‌نامه تعیین می‌شود، با حفظ شئون وکالت؛ وکلا ضامن امنیت اخلاقی دفتر کار خود هستند و نسبت به رعایت موازین شرعی، پوشش مناسب و رعایت عفاف و تقوی در دفتر کار مسئول‌اند. وکیل باید بر اعمال کارکنان دفتر وکالت نظارت کند و در صورت عدم نظارت کافی نسبت به خسارات ناشی از تخلفاتی که کارکنان دفتر وکالت در ارتباط با وظایف محوله مرتکب می‌شوند، مسئولیت مدنی دارد. این امر مانع از اقامه دعوای وکیل و زیان‌دیده علیه کارمند مقصر نیست. 6- پرداخت مالیات قانونی و ایفای تعهدات مالی خود نسبت به کانون و صندوق حمایت وکلای دادگستری در موعد مقرر؛ 7- تنظیم الحاقیه قرارداد و پرداخت مالیات، سهم کانون و سهم صندوق حمایت وکلای دادگستری در مواردی که در خصوص حق‌الوکاله، پس از تنظیم وکالت‌نامه و یا اعلام وکالت توافق دیگری شود؛ 8- اجتناب از دریافت هرگونه وجه یا مال یا سند رسمی یا غیررسمی از موکل علاوه بر میزان مورد توافق به‌عنوان حق‌الوکاله و چنانچه توافق در بین نباشد، افزون بر تعرفه حق‌الوکاله و هزینه‌های دادرسی و هزینه‌های سفر و دیگر هزینه‌های متعارف مربوط به رسیدگی تحت هر اسم و عنوان، از قبیل وجه التزام و تضمین و مانند آن؛ 9- داشتن دفتر ثبت و بایگانی منظم و تشکیل پرونده به‌صورت فیزیکی یا الکترونیکی برای هر موکل، به‌نحوی‌که حاوی کلیه اقدامات انجام‌شده برای موکل باشد و نیز نگهداری سوابق دعاوی تا 10 سال پس از مختومه شدن پرونده وکالتی؛ 10- خودداری از در اختیار غیر گذاشتن اوراق وکالت‌نامه سفید امضای خود؛ 11- خودداری از اعطای وکالت به غیر بدون داشتن حق توکیل و انتقال قرارداد وکالت بدون رضایت موکل یا پس از خاتمه قرارداد؛ 12- اجتناب از وکالت در ایام تعلیق، ممنوعیت و محدودیت از وکالت در مراجع قضایی و مراجع اختصاصی غیر قضایی یا وکالت بدون تمدید اعتبار پروانه؛ 13- اجتناب از درج شروط مخالف اخلاق حسنه و یا شروط غیرمتعارف در قرارداد وکالت؛ 14- رعایت مصلحت موکل در موارد استناد به اختیار صلح و سازش مندرج در وکالت‌نامه؛ 15- انجام کلیه مکاتبات مربوط به وظایف وکالتی با استفاده از سربرگ خود که حاوی نام، نام خانوادگی، نشانی دفتر، شماره تلفن، پست الکترونیکی، شماره پروانه و نام کانون متبوع باشد و خودداری از درج عناوین و سوابق شغلی غیر از وکالت در این قبیل مکاتبات؛ تبصره- درج عنوان مدارج تحصیلی برای دارندگان آن مشروط به ارائه مدرک به کانون، مجاز است. رعایت حکم مقرر در این بند در مورد معرفی وکیل به هر نحوی الزامی است. 16- خودداری از معرفی درجه، میزان تحصیلات و تخصص خود، بالاتر و متفاوت از آنچه که دارد، به وسیله اوراق چاپی یا تابلو یا وسایل دیگر و همچنین خودداری از استفاده از عناوین غیرواقعی؛ 17- پذیرش وکالت‌های معاضدتی و تسخیری تا چهار پرونده در سال و نیز انجام اموری که بر اساس قوانین و مقررات از طرف کانون به وی محول می‌شود و جدیت و دقت در انجام این اقدامات و اطلاع‌رسانی اقدامات خود به کانون و واحد ارجاع دهنده؛ تبصره- وکیل معاضدتی و تسخیری از پرداخت مالیات و حقوق صنفی معاف است. در صورت دریافت حق‌الوکاله، معافیت موضوع این تبصره اعمال نمی‌شود. 18- شرکت در برنامه‌های آموزشی و علمی که به‌منظور ارتقای علمی و عملی وکلا از سوی کانون به‌صورت دوره‌ای برگزار می‌شود؛ 19- حضور در مرجع قضایی در مواردی که حسب قانون حضور وکیل در مرجع قضایی الزامی است یا اعلام عذر موجه و یا ارسال لایحه در سایر موارد به‌ نحوی‌ که رسیدگی مرجع قضایی به تأخیر نیفتد؛ 20- رعایت ماده 28 قانون وکالت مصوب 1315 با اصلاحات بعدی در موارد دعوت هم‌زمان وی به چند مرجع قضایی و عدم امکان حضور در تمام مراجع مذکور؛ 21- خودداری از اعلام و بیان عذر خلاف واقع، در صورت عدم حضور در مراجع قضایی و مراجع انتظامی کانون در مواعد مقرر؛ 22- قبول و رؤیت کلیه اوراق فرستاده شده از کانون اعم از نامه، اخطاریه، تصویر کیفرخواست و رأی که به وسیله مأمور پست با کانون یا از طریق سامانه ارسال می‌شود، به‌محض رؤیت و ارائه رسید در قبال دریافت اوراق مذکور از مأمور پست یا کانون؛ 23- پاسخ به شکایت‌ها و اعلامات انتظامی در مواعد تعیین‌شده، در دادسرا و دادگاه انتظامی از طریق تقدیم لایحه و نیز حضور در دادسرا و دادگاه انتظامی در مواردی که ضرورت حضور به وکیل اعلام می‌شود؛ 24- خودداری از تصدیق اسنادی که اصول آن‌ها را رؤیت نکرده است؛ 25- استفاده به موقع از اختیارات قانونی خود که مورد توکیل واقع شده، مانند اعتراض به نظریه کارشناسی، واخواهی یا تجدیدنظرخواهی، مگر اینکه با توجه به ادله ابرازی، اعتقادی به اقدام در موارد مذکور نداشته باشد، در این صورت باید به موکل یا نماینده امور او اطلاع داده و موافقت کتبی دریافت کند؛ 26- تحویل فوری پروانه وکالت، دفترچه و کارت شناسایی خود به کانون در صورت تعلیق؛ مدارک مذکور تا پایان مدت تعلیق، در کانون نگهداری خواهد شد؛ 27- تمدید پروانه وکالت قبل از انقضای اعتبار آن؛ تمدید اعتبار در پروانه وکیل و سامانه اطلاع‌رسانی کانون درج و ملاک تشخیص اعتبار برای کلیه مراجع است. هر وکیلی که پروانه خود را در مهلت مقرر تمدید نکند، حق استفاده از عنوان وکیل و انجام امور وکالتی را ندارد. 28- خودداری از تحصیل وکالت به‌وسیله فریبنده یا ترغیب موکل به انعقاد قرارداد با وعده‌های غیرواقعی از قبیل تضمین نتیجه دادرسی یا ادعای داشتن نفوذ یا تضمین حصول نتیجه در مدت معین؛ 29- اجتناب از پذیرش حق‌الوکاله به میزان درصدی از عین مدعی به یا عین محکوم به (غیر از وجه رایج)؛ 30- به‌کارگیری تلاش خود در حدود مقررات، برای اطلاع از محتوای پرونده و انجام اقدامات متناسب و به‌موقع در دفاع از موکل، به‌نحوی‌که فرصت‌ها و امکان دفاع از موکل تضییع نشود؛ 31- خودداری از قبول وکالت مستقیم یا غیرمستقیم درصورتی‌که وکیل و قاضی رسیدگی‌کننده به پرونده، هم‌زمان با رسیدگی، رابطه استاد و دانشجویی داشته باشند؛ 32- اطلاع‌رسانی فوری به موکل یا نماینده وی به هر طریق مقتضی، پس از ابلاغ رأی یا اخطاری که مستلزم انجام امر یا پرداخت هزینه‌ای از طرف موکل است؛ 33- رازداری و عدم افشای اسرار موکل خود نزد دیگران؛ 34- خودداری از ارائه هرگونه مشاوره حقوقی یا هرگونه همکاری با طرف دعوای موکل در موضوع پرونده؛ 35- خودداری از تبلیغ سوء علیه سایر وکلا، قضات و مراجع دولتی و قضایی و نیز اجتناب از هرگونه تبلیغ یا اظهارنظر علیه مبانی نظام جمهوری اسلامی و یا ارتکاب رفتار خلاف شرع یا قانون در فضای حقیقی و یا مجازی؛ 36- اجتناب از رفتار مخل نظم دادگاه و سایر مراجع قضایی و دولتی و رعایت شأن مقامات قضایی و اداری و نیز رعایت نظم و انضباط در هنگام حضور و تردد در مراجع قضایی؛ 37- اجتناب از ارائه اسناد و مدارک و اطلاعات خلاف واقع به قاضی، کارشناس یا اشخاصی که به نحوی در رسیدگی قضایی به دعوا یا شکایت مداخله دارند، با علم به خلاف واقع بودن اسناد و مدارک یا اطلاعات مذکور؛ 38- استرداد اموال و سپرده‌های وصولی به نام موکل، پس از انتفای وکالت و تسویه‌حساب در مهلت متعارف؛ 39- عدم ارتکاب اعمال و رفتاری که خلاف شئون وکالت یا اشتغال به شغلی که مخالف شئون و حیثیت وکالت است؛ 45- خودداری از انجام اقدامات عمدی که به‌منظور اطاله دادرسی انجام می‌شود، از قبیل طرح ایرادات دادرسی، رد غیرموجه دادرس یا داور یا کارشناس و یا استعفای از وکالت و قبول مجدد و یا تقدیم دادخواست و شکوائیه به‌صورت ناقص از لحاظ هزینه‌های قانونی؛ 41- اطلاع‌رسانی استعفای خود به موکل و مرجعی که پرونده در آن مطرح است، به‌نحوی‌که موجب تجدید جلسه نشود؛ هرگاه وکیلی که حق تجدیدنظر یا فرجام‌خواهی دارد، بخواهد پس از صدور حکم علیه موکل یا در موقع ابلاغ دادنامه غیرقطعی، استعفا دهد؛ باید حداکثر ظرف پنج روز از ابلاغ رأی، مراتب را به موکل اطلاع دهد. 42- خودداری از قبول وکالت نسبت به پرونده‌هایی که قبلاً در آن‌ها قضاوت یا داوری کرده، مستقیماً یا با توکیل به غیر و همچنین خودداری از قبول وکالت مستقیم یا غیرمستقیم یا مشاوره یا داوری هم‌زمان علیه اشخاص حقیقی یا حقوقی اعم از دولتی یا غیردولتی که مشاور یا وکیل آن‌هاست؛ 43- خودداری از قبول وکالت علیه موکل سابق خود و یا قائم‌مقام قانونی وی، در همان موضوع، بعد از استعفا یا عزل از طرف موکل یا انقضای وکالت به جهت دیگر؛ خواه به وکالت از طرف مقابل موکل سابق خود یا اشخاص ثالث؛ 44- خودداری از قبول وکالت یا مشاوره علیه اشخاص حقوقی اعم از دولتی یا غیردولتی که مستخدم یا به‌موجب قرارداد، مشاور آن‌ها بوده، تا پنج سال از تاریخ قطع همکاری با آن‌ها؛ 45- خودداری از قبول وکالت، یا هرگونه مشاوره یا داوری نسبت به پرونده‌ای که علیه اشخاص حقوقی اعم از دولتی یا غیردولتی تشکیل شده یا تشکیل می‌شود و وکیل مستخدم یا به‌موجب قرارداد، مشاور آن‌ها بوده و اطلاعات موضوع آن پرونده را در اختیار دارد؛ 46- خودداری از قبول وکالت به‌رغم داشتن جهتی از جهات رد و یا عدم استعفا در صورت حدوث این جهات در اثناء وکالت.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	77	ماده 77- وکلایی که حسب قانون اجازه وکالت در یک حوزه قضایی را ندارند، به هر شکل ممکن از هرگونه اقدام اعم از قبول وکالت برای مطالعه پرونده و یا به‌طور مشترک با سایر وکلا و کارآموزان و یا توکیل به غیر ممنوع هستند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	78	ماده 78- پوشش وکلا در مراجع قضایی و دولتی و محل کار باید مناسب با شأن وکیل، منزلت وکالت و با رعایت موازین شرعی و قانونی باشد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	79	ماده 79- مصاحبه وکلای دادگستری یا انتشار مطالب در رسانه‌ها توسط آنان به‌نحوی‌که متضمن افشای اسناد طبقه بندی شده یا انتشار جریان تحقیقات مقدماتی باشد و همچنین مصاحبه یا انتشار جریان دادگاه غیرعلنی و نیز جریان رسیدگی و گزارش پرونده مطرح در دادگاه علنی در رسانه‌ها به‌نحوی‌که متضمن بیان مشخصات شاکی یا متهم و یا هویت فردی و یا موقعیت اداری و اجتماعی آن‌ها باشد، در کلیه مراحل دادرسی تا قبل از قطعیت حکم، توسط وکلای دادگستری ممنوع است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	80	ماده 80- وکلایی که به مشاغل دیگری همانند قضاوت، سردفتری اسناد رسمی، سردفتری دفاتر ازدواج و طلاق، تصدی دفاتر خدمات الکترونیک قضایی، مشاغل اداری و نظامی، انتظامی و غیر آن در کلیه وزارتخانه‌ها، سازمان‌ها، مؤسسات و شرکت‌های دولتی، وابسته به دولت، و دستگاه‌های اجرایی موضوع ماده 5 قانون مدیریت خدمات کشوری به‌طور رسمی، پیمانی، قراردادی، مشغول می‌شوند، باید حداکثر ظرف ده روز پس از اشتغال، پروانه وکالت خود را به کانون تودیع کنند و یا انصراف خود را از اشتغال به وکالت کتباً اعلام نمایند. در صورت تسلیم پروانه سابقه بیمه بازنشستگی این افراد برابر مقررات به محل اشتغال جدید قابل انتقال است. در صورت عدم اجرای مفاد این ماده، مراتب توسط رئیس کانون جهت ابطال پروانه به مرجع انتظامی کانون ارجاع می‌شود. اعضای هیئت‌علمی دانشگاه‌ها، مؤسسات آموزش عالی از حکم این ماده مستثنی هستند. تبصره- وکلایی که به یکی از مشاغل مذکور در این ماده اشتغال دارند، حداکثر ظرف سه ماه پس از ابلاغ این آیین‌نامه باید وضعیت خود را با شرایط مقرر تطبیق داده و در صورت ادامه اشتغال به مشاغل مذکور، حسب مورد پروانه خود را تودیع و یا ضمن اعلام انصراف از وکالت، پروانه خود را به کانون تسلیم نمایند. در غیر این صورت طبق قسمت اخیر ماده فوق رفتار خواهد شد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	81	ماده 81- تودیع پروانه برای یک دوره چهارساله و در صورت تحقق شرایط ماده قبل بلامانع است. این دوره حداکثر یک‌مرتبه قابل تمدید است. وکیل قبل از تودیع پروانه باید تکلیف پرونده‌های جریانی و تعهداتی که در قبال موکل دارد، معین کند. پروانه تودیع شده، در صورت درخواست وکیل و با موافقت هیئت‌مدیره مسترد خواهد شد. پس از سپری شدن دوره دوم تودیع، مدت تودیع تمدید نمی‌شود و وکیل باید ظرف ده روز تقاضای استرداد پروانه یا انصراف از وکالت دادگستری را به‌طور صریح به کانون اعلام کند. در صورت عدم تعیین تکلیف استرداد یا انصراف از سوی وکیل بعد از پایان دوره تودیع، پروانه وکالت به حکم دادگاه انتظامی باطل می‌شود. وکلایی که قبل از ابلاغ این آیین‌نامه، پروانه خود را تودیع یا تسلیم کرده‌اند و از شمول مشاغل ماده قبل خارج هستند، مکلفند حداکثر ظرف شش ماه درخواست استرداد پروانه خود را در کانون ثبت نموده و پس از دریافت پروانه، نسبت به تمدید اعتبار اقدام نمایند. در غیر این صورت منصرف از وکالت تلقی و صدور مجدد پروانه وکالت، منوط به پذیرش مجدد برابر مقررات است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	82	ماده 82- وکیل مکلف است نشانی پست الکترونیکی و اقامتگاه خود را مطابق با محل اشتغال به وکالت، به‌طور صریح و روشن به کانون اطلاع داده و در سامانه ثنا ثبت کند به‌نحوی‌که ابلاغ از طریق سامانه یا مأمور کانون یا دادگستری یا پست انجام شود. در صورت تغییر محل باید نشانی محل جدید را ظرف ده روز کتباً به کانون اطلاع دهد. تبصره- مرکز آمار و فناوری اطلاعات قوه قضاییه نشانی مذکور را مطابق با محل اشتغال مندرج در پروانه وکالت، ثبت می‌نماید.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	83	ماده 83- ابلاغ کلیه اوراق ارسالی از سوی کانون برابر مقررات قانون آیین دادرسی مدنی یا ضوابط مربوط به ابلاغ الکترونیک ازجمله آیین‌نامه نحوه استفاده از سامانه‌های رایانه‌ای و مخابراتی مصوب 24/5/1395 انجام می‌شود. در موارد ارسال از طریق پست، ظرف ده روز از تاریخ تسلیم به دفتر پست، ابلاغ شده محسوب می‌شود. چنانچه ثابت شود که اوراق به مقصد نرسیده، ابلاغ تجدید می‌شود. در مواردی که وکیل مخاطب از گرفتن اوراق یا رؤیت آن‌ها امتناع کند، اوراق ابلاغ شده محسوب می‌شود. تبصره- کانون‌ها ظرف شش ماه از تاریخ ابلاغ این آیین‌نامه نسبت به ایجاد سامانه ابلاغ الکترونیک و سایر سامانه‌های مورد نیاز جهت ابلاغ اوراق به وکلا اقدام می‌کنند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	84	ماده 84- مرکز آمار و فن‌آوری اطلاعات قوه قضاییه ساز کار الکترونیکی ثبت قرارداد مالی وکلا و پرداخت‌های الکترونیکی را در سامانه اختصاصی توسعه و ارتقا می‌دهد. سامانه باید به‌گونه‌ای باشد که میزان حق‌الوکاله در هریک از مراحل اعم از مطالعه پرونده، وکالت در رسیدگی بدوی، تجدیدنظر، فرجام‌خواهی و اعاده دادرسی و نحوه پرداخت آن و نیز ابطال تمبر مالیاتی در هر مرحله وجود داشته باشد و توسط مسئول ابطال تمبر و مرجع قضایی قابل‌ملاحظه باشد. شناسه یکتای صادر شده برای هر قرارداد توسط سامانه قرارداد الکترونیکی، مبنای شناسایی وکیل در سامانه خدمات قضایی به‌منظور استخراج اطلاعات مالی مندرج در قرارداد و ابطال تمبر مالیاتی خواهد بود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	85	ماده 85- به‌منظور انجام‌وظیفه نظارتی کانون بر وکلا و انجام تکالیف قانونی آن‌ها و تضمین استمرار شرایط مقرر در ماده 2 قانون کیفیت اخذ پروانه در وکلای دادگستری، اداره نظارت و بازرسی با ریاست یکی از وکلای پایه یک حائز شرایط عضویت در هیئت‌مدیره، به انتخاب هیئت‌مدیره، با شرح وظایف زیر تشکیل و با ارجاع رئیس کانون اقدام می‌کند: 1- بررسی رفتار وکلا از حیث انجام وظایف مندرج در این آیین‌نامه و رعایت شئون منصب وکالت و استمرار شرایط مقرر در ماده 2 قانون کیفیت اخذ پروانه؛ 2- همکاری با کمیسیون آموزش جهت برگزاری دوره‌های پیشگیری از وقوع تخلفات و هر نوع اقدام دیگری که در این مورد مؤثر باشد؛ 3- تهیه گزارش در خصوص سوء رفتار وکلا در فضای حقیقی و مجازی؛ 4 - انجام موارد ارجاعی از سوی دادستان یا دادیاران انتظامی در خصوص تعقیب تخلفات انتظامی ازجمله تمرکز غیرمجاز و عدم رعایت شأن وکالت با رعایت قوانین و مقررات؛ 5- بررسی و ارائه گزارش راجع به اشخاص و مؤسسات حقوقی که تظاهر به امر وکالت می‌نمایند به مراجع ذی‌صلاح؛ 6- تهیه گزارش از پرونده‌های محاکماتی دارای شاکی انتظامی و ارائه گزارش آن به رئیس کانون. تبصره 1- درصورتی‌که رئیس کانون به هر نحوی از عدم رعایت مقررات حوزه وکالت از سوی وکیل مطلع شود، مکلف است به اداره نظارت و بازرسی کانون دستور بررسی موضوع و ارائه گزارش جهت اقدام بعدی مطابق با مقررات این آیین‌نامه را بدهد. تبصره 2- اقدامات اداره نظارت و بازرسی کانون مانع از اقدام قانونی دادستان انتظامی جهت تعقیب هم‌زمان موضوع نمی‌باشد. تبصره 3- درصورتی‌که رفتار وکیل مصداق تخلف انتظامی باشد، رئیس اداره نظارت و بازرسی هم‌زمان موضوع را به دادستان انتظامی اطلاع می‌دهد.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	86	ماده 86- در اجرای ماده 15 لایحه استقلال درصورتی‌که رئیس کل دادگستری استان یا دادستان عمومی و انقلاب شهرستان مرکز استان یا دادستان عمومی و انقلاب شهرستان و یا رییس حوزه قضایی تخلفی از وکیل مشاهده کنند که قابل تعقیب باشد، مراتب را کتباً به دادسرای انتظامی اطلاع می‌دهند. دادسرای انتظامی به فوریت به موضوع رسیدگی و نتیجه را اعلام می‌کند. درصورتی‌که دادسرای مزبور پس از تحقیق و استماع دفاعیات مشتکی‌عنه موضوع را قابل تعقیب تشخیص دهد، پرونده را با صدور کیفرخواست نزد دادگاه انتظامی ارسال می‌کند و در غیر این صورت، نظر خود را با ذکر دلیل به دادستان عمومی و انقلاب شهرستان مرکز استان اطلاع می‌دهد. چنانچه این مقام قضایی به نظر دادسرای انتظامی تسلیم نشود، رأساً از دادگاه انتظامی رسیدگی به موضوع را تقاضا می‌کند. دادگاه انتظامی موظف است به سرعت رسیدگی و تصمیم مقتضی را اتخاذ نماید.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	87	ماده 87- در اجرای بند 9 ماده 15 قانون نظارت بر رفتار قضات، مصوب 17/57/1395 چنانچه هر یک از قضات در راستای وظایف قانونی خود تخلفی از وکیل مشاهده کنند، علاوه بر انجام تکالیف قانونی خود، مراتب را حسب مورد به دادستان یا رئیس حوزه قضایی یا رئیس کل دادگستری استان اعلام می‌کنند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	88	ماده 88- در اجرای ماده 16 لایحه استقلال، هرگاه رئیس قوه قضاییه یا هر مقامی که اختیار رئیس قوه قضاییه در این ماده به وی تفویض شده است، از ارتکاب تخلف توسط وکیل به هر نحو مطلع شود، مراتب را جهت ارجاع به دادگاه انتظامی، به رئیس کانون اعلام می‌کند. رئیس کانون فوراً و به طور مستقیم موضوع را به دادگاه انتظامی ارجاع می‌کند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	89	ماده 89- در اجرای ماده 18 لایحه استقلال، در صورتی که رئیس قوه قضاییه یا هر مقامی که اختیار رئیس قوه قضاییه در این ماده به وی تفویض شده است یا رئیس هیأت مدیره کانون، به جهتی از جهات، اشتغال وکیل را به وکالت مقتضی نداند از دادگاه انتظامی تعلیق وکیل را میخواهد. دادگاه مذکور حداکثر ظرف یک ماه به این درخواست رسیدگی میکند در صورت صدور رای بر تعلیق، این رأی قابل اجرا است. وکیل معلق حق تجدیدنظر خواهی دارد. رای عدم تعلیق نیز از سوی مقامات مذکور، قابل اعتراض در دادگاه عالی است.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	90	ماده 90- در اجرای ماده 18 لایحه استقلال، در صورت درخواست شش نفر از اعضای هیئت‌مدیره، رئیس کانون مکلف است از دادگاه انتظامی تعلیق وکیل مورد تعقیب را درخواست کند. در صورت صدور رأی بر تعلیق یا عدم تعلیق مطابق ماده 89 این آیین‌نامه عمل می‌شود.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	91	ماده 91- در مواردی که رئیس قوه قضائیه یا هر مقامی که اختیار رئیس قوه قضائیه در این ماده به وی تفویض شده است، در امور مربوط به وظایف یکی از اعضای هیأت مدیره کانون، دادرسان و یا دادستان دادگاه انتظامی تخلفی مشاهده کنند، مراتب را جهت رسیدگی به دادستان کل کشور اعلام میکند. دادستان کل کشور به فوریت تحقیق و در صورتی که تخلف را محرز دانست پرونده را برای رسیدگی نزد دادگاه عالی ارسال میکند. تبصره- دادگاه انتظامی و دادگاه عالی حسب مورد در کلیه موارد رسیدگی به تخلف یا تقاضای تعلیق موضوع مواد 16، 18 و 21 لایحه استقلال فوری و خارج از نوبت رسیدگی می‌کنند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	92	ماده 92- در اجرای قانون نظارت بر رفتار قضات هریک از وکلا که در حوزه وظایف وکالتی خود، نقض مقررات، عدم اجرای حقوق شهروندی و نظایر آن از سوی مقامات قضایی و اداری را مشاهده کنند، می‌توانند حسب مورد مراتب را به رئیس حوزه قضایی و عنداللزوم به دادسرای انتظامی قضات منعکس و درخواست رسیدگی کنند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش ششم- تعهدات و وظایف وکلا	93	ماده 93- هیئت‌مدیره کانون می‌تواند از طریق معرفی وکیل در مجله و پایگاه اطلاع‌رسانی کانون و با درج مشخصات و عکس، ازجمله در موارد زیر وکیل را تشویق کند: 1- اهتمام به تنظیم صورت‌جلسه اصلاحی و ایجاد صلح و سازش؛ 2- اهتمام به احقاق حق برای موکلین معاضدتی و تسخیری؛ 3- تألیف و یا ترجمه آثار حقوقی و تدوین مقالات معتبر علمی؛ 4- همکاری مؤثر و مفید با ارگان‌های کانون، ازجمله اداره معاضدت؛ 5- ارائه خدمات مشاوره‌ای رایگان در سازمان‌های مردم‌نهاد و خیریه.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش هفتم- دادسرا و دادگاه انتظامی	94	ماده 94- دادستان انتظامی و معاونان وی در تمام کانون‌ها از میان وکلای پایه یک دارای شرایط عضویت در هیئت‌مدیره، توسط هیئت‌مدیره برای مدت دو سال انتخاب می‌شوند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش هفتم- دادسرا و دادگاه انتظامی	95	ماده 95- دادرسان دادگاه انتظامی اعم از دادرسان اصلی و علی‌البدل باید شرایط عضویت در هیئت‌مدیره را داشته باشند و برای مدت دو سال توسط هیئت‌مدیره کانون انتخاب می‌شوند.
aeename_kanun_vokala_1400	آیین نامه لایحه قانونی استقلال کانون وکلای دادگستری مصوب ۱۴۰۰	بخش هفتم- دادسرا و دادگاه انتظامی	96	ماده 96- هر دادگاه انتظامی مرکب از سه وکیل به‌عنوان دادرس دادگاه است. دادگاه انتظامی ممکن است دارای شعب متعدد باشد؛ در این صورت، پرونده‌ها برای رسیدگی از طرف رئیس کانون به هر یک از شعب دادگاه ارجاع می‌شود.
